"id","nome","nome_ptbr","tipo","subtipo","raridade","descricao"
1992,"Rod of the Vonindod","Bastão of the Vonindod","acessorio","cajado","Raro","[PLACEHOLDER] The fire giant Duke Zalto hired a wizard to craft several of these adamantine rods. Each measures 4 feet long, weighs 100 pounds, and is sized to fit comfortably in a fire giant hand. The rod has two prongs at one end and a molded handle grip on the opposite end. The rod has 10 charges and regains 1d6 + 4 of its expended charges daily at dawn. As an action, you can grasp it by the handle and expend 1 charge to cast the locate object spell from it. When the rod is used to detect objects made o..."
2101,"Shield Guardian Amulet","Escudo Guardian Amuleto","acessorio","amuleto","Raro","[PLACEHOLDER] The amulet is a 4-inch-wide disk composed of silver-framed wood, with a rune carved into its face. A detect magic spell reveals a magical aura of enchantment around the amulet. Every shield guardian has an amulet magically linked to it. A shield guardian can have only one corresponding amulet, and if that amulet is destroyed, the shield guardian is incapacitated until a replacement amulet is created. A shield guardian's amulet is subject to direct attack if it isn't being worn or carried. It ..."
2200,"Spelljamming Helm","Spelljamming Elmo","acessorio","elmo","Raro","[PLACEHOLDER] The function of this ornate chair is to propel and maneuver a ship on which it has been installed through space and air. It can also propel and maneuver a ship on water or underwater, provided the ship is built for such travel. The ship in question must weigh 1 ton or more. The sensation of being attuned to a spelljamming helm is akin to the pins-and-needles effect one experiences after one's arm or leg falls asleep, but not as painful. While attuned to a spelljamming helm and sitting in it, ..."
2260,"Staff of Withering","Cajado of Withering","acessorio","anel","Raro","[PLACEHOLDER] This staff has 3 charges and regains 1d3 expended charges daily at dawn. The staff can be wielded as a magic quarterstaff. On a hit, it deals damage as a normal quarterstaff, and you can expend 1 charge to deal an extra 2d10 necrotic damage to the target. In addition, the target must succeed on a 15 Constitution saving throw or have disadvantage for 1 hour on any ability check or saving throw that uses Strength or Constitution."
2329,"Tentacle Rod","Tentacle Bastão","acessorio","cajado","Raro","[PLACEHOLDER] Made by the drow, this rod is a magic weapon that ends in three rubbery tentacles. While holding the rod, you can use an action to direct each tentacle to attack a creature you can see within 15 feet of you. Each tentacle makes a melee attack roll with a +9 bonus. On a hit, the tentacle deals 1d6 bludgeoning damage. If you hit a target with all three tentacles, it must make a 15 Constitution saving throw. On a failure, the creature's speed is halved, it has disadvantage on Dexterity saving th..."
2454,"Wayfarer's Boots","Wayfarer's Botas","acessorio","botas","Raro","[PLACEHOLDER] This pair of boots is made of durable cloth, with the journey rune stitched in golden thread above each heel. While you are wearing this item, your walking speed increases by 10 feet, and you have advantage on Wisdom (Survival) checks. As a bonus action, you can invoke the boots' runes to cast the expeditious retreat spell with them. Once the runes have been invoked, they can't be invoked again until the next dawn."
2483,"Wings of Flying","Wings de Voo","acessorio","capa","Raro","[PLACEHOLDER] While wearing this cloak, you can use an action to speak its command word. This turns the cloak into a pair of bat wings or bird wings on your back for 1 hour or until you repeat the command word as an action. The wings give you a flying speed of 60 feet. When they disappear, you can't use them again for 1d12 hours."
2530,"Amulet of Memory","Amuleto of Memory","acessorio","amuleto","Raro","[PLACEHOLDER] Made of gold or silver, this spherical locket is engraved with two cresting waves facing away from each other while bound in a twisted loop. It preserves a memory to be reexperienced later. While wearing this amulet, you can use an action to speak the command word and open the locket. The open locket stores what you see and experience for up to 10 minutes. You can shut the locket at any time (no action required), stopping the memory recording. Opening the locket with the command word again ov..."
2534,"Amulet of the Oracle","Amuleto of the Oracle","acessorio","amuleto","Raro","[PLACEHOLDER] When you finish a long rest while wearing this amulet, you can choose one cantrip from the cleric spell list. You can cast that cantrip from the amulet at will, using Wisdom as your spellcasting ability for it."
2538,"Amulet of Whirlwinds","Amuleto of Whirlwinds","acessorio","amuleto","Raro","[PLACEHOLDER] This amulet is strung on a brass necklace and holds a piece of djinn magic. The amulet has 9 charges. You can use an action to expend 1 of its charges to create a whirlwind on a point you can see within 60 feet of you. The whirlwind is a 5-foot-radius, 30-foot-tall cylinder of swirling air that lasts as long as you maintain concentration (as if concentrating on a spell). Any creature other than you that enters the whirlwind must succeed on a DC 15 Strength saving throw or be restrained by it...."
2632,"Assassin’s Ring","Assassin’s Anel","acessorio","anel","Raro","[PLACEHOLDER] This unassuming-looking signet ring comes with sinister features. The first is a four-chambered extradimensional space, each of which can hold one dose of poison. While wearing the ring, you can use an action to press part of its filigree to deploy one of the poisons and apply it to a weapon or piece of ammunition. You have _advantage_  on checks made to conceal this action from observers.  In addition, you can use a bonus action to whisper a command word that makes a garrote of shadowy force..."
2672,"Belt of Giant Strength","Cinturão of Giant Strength","acessorio","cinturao","Raro","Cinturão de couro grosso com fivela de aço vyrkoês que amplifica a força física do portador proporcionalmente à qualidade do couro e da fivela — versão genérica dos cinturões-de-força-titânica especializados. A amplificação é inferior aos cinturões temáticos mas funcional para qualquer tarefa que exija força além do normal. Ferreiros de Thornvik os produzem como equipamento militar padrão — nem todo soldado precisa da força de um auroque, mas todo soldado precisa de mais força."
2723,"Boots of Pouncing","Botas of Pouncing","acessorio","botas","Raro","[PLACEHOLDER] These soft leather boots have a collar made of Albino Death Weasel fur (see Creature Codex). While you wear these boots, your walking speed becomes 40 feet, unless your walking speed is higher. Your speed is still reduced if you are encumbered or wearing heavy armor. If you move at least 20 feet straight toward a creature and hit it with a melee weapon attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, you can make o..."
2730,"Boots of the Grandmother","Botas of the Grandmother","acessorio","botas","Raro","[PLACEHOLDER] While wearing these boots, you have proficiency in the Stealth skill if you don't already have it, and you double your proficiency bonus on Dexterity (Stealth) checks. As an action, you can drip three drops of fresh blood onto the boots to ease your passage through the world. For 1d6 hours, you and your allies within 30 feet of you ignore difficult terrain. Once used, this property can't be used again until the next dawn."
2731,"Boots of the Swift Striker","Botas of the Swift Striker","acessorio","botas","Raro","[PLACEHOLDER] While you wear these boots, your walking speed increases by 10 feet. In addition, when you take the Dash action while wearing these boots, you can make a single weapon attack at the end of your movement. You can't continue moving after making this attack."
2793,"Cape of Targeting","Capa de Targeting","acessorio","capa","Raro","[PLACEHOLDER] You gain a +1 bonus to AC while wearing this long, flowing cloak. Whenever you are within 10 feet of more than two creatures, it subtly and slowly shifts its color to whatever the creatures nearest you find the most irritating. While within 5 feet of a hostile creature, you can use a bonus action to speak the cloak's command word to activate it, allowing your allies' ranged attacks to pass right through you. For 1 minute, each friendly creature that makes a ranged attack against a hostile cre..."
